orginal_time,latitude,longitude,depth,magnitude,location
2015-05-12 18:51:46 UTC,28.11,86.38,10.0,3.8[ML],"112km ENE of Kathmandu, Nepal"
2015-05-12 19:35:01 UTC,27.56,86.6,10.0,3.7[ML],"126km E of Kathmandu, Nepal"
2015-05-12 19:37:42 UTC,27.25,86.1,10.0,4.1[ML],"92km ESE of Kathmandu, Nepal"
2015-05-12 20:22:17 UTC,27.22,85.14,10.0,3.8[ML],"57km SSW of Kathmandu, Nepal"
2015-05-12 20:44:31 UTC,27.61,86.1,10.0,3.8[ML],"77km E of Kathmandu, Nepal"
2015-05-12 21:13:03 UTC,27.56,85.82,10.0,3.4[ML],"51km ESE of Kathmandu, Nepal"
2015-05-12 21:25:12 UTC,27.85,84.7,7.0,4.9[ML] 5.3[Mb],"63km WNW of Kathmandu, Nepal"
2015-05-12 21:57:16 UTC,27.82,85.94,10.0,3.7[ML],"61km E of Kathmandu, Nepal"
2015-05-12 22:53:19 UTC,27.66,86.31,10.0,4.1[ML],"97km E of Kathmandu, Nepal"
2015-05-13 02:23:12 UTC,27.47,86.13,10.0,4.2[ML],"84km ESE of Kathmandu, Nepal"
2015-05-13 02:43:49 UTC,27.6,86.18,10.0,4.1[ML] 3.6[Mb],"85km E of Kathmandu, Nepal"
2015-05-13 04:48:06 UTC,27.77,86.13,10.0,3.8[ML],"79km E of Kathmandu, Nepal"
2015-05-13 06:26:09 UTC,27.66,86.11,10.0,3.8[MC] 4.5[ML],"77km E of Kathmandu, Nepal"
2015-05-13 06:37:32 UTC,27.64,86.6,10.0,4.5[ML],"125km E of Kathmandu, Nepal"
2015-05-13 06:53:01 UTC,27.6,86.14,2.0,4.7[ML] 4.7[Mb],"81km E of Kathmandu, Nepal"
2015-05-13 08:45:58 UTC,28.3,86.37,10.0,4.1[ML],"121km ENE of Kathmandu, Nepal"
2015-05-13 09:52:29 UTC,27.57,86.17,10.0,3.7[ML],"84km E of Kathmandu, Nepal"
2015-05-13 10:59:45 UTC,27.45,86.3,10.0,4.2[ML] 3.6[Mb],"100km ESE of Kathmandu, Nepal"
2015-05-13 12:59:33 UTC,28.35,85.36,10.0,3.9[ML],"70km N of Kathmandu, Nepal"
2015-05-13 14:35:16 UTC,26.86,62.17,38.0,4.3[ML],"526km NE of Muscat, Oman"
2015-05-13 15:36:18 UTC,27.73,85.58,10.0,3.8[ML],"25km E of Kathmandu, Nepal"
2015-05-13 15:51:05 UTC,27.45,85.86,10.0,3.7[ML],"60km ESE of Kathmandu, Nepal"
2015-05-13 18:31:04 UTC,27.7,86.14,10.0,4.0[ML],"80km E of Kathmandu, Nepal"
2015-05-13 21:38:07 UTC,27.35,85.95,10.0,4.7[MC] 4.8[ML],"73km ESE of Kathmandu, Nepal"
2015-05-14 03:07:11 UTC,27.6,86.7,10.0,4.3[ML],"136km E of Kathmandu, Nepal"
2015-05-14 09:35:23 UTC,27.49,85.97,10.0,4.1[ML],"68km ESE of Kathmandu, Nepal"
2015-05-14 14:36:44 UTC,27.62,85.17,39.0,3.6[ML],"17km SW of Kathmandu, Nepal"
2015-05-14 16:01:28 UTC,24.47,62.17,10.0,4.9[Mb],"396km ENE of Muscat, Oman"
2015-05-15 01:42:44 UTC,27.66,84.71,10.0,4.7[Mb],"60km W of Kathmandu, Nepal"
2015-05-15 09:24:16 UTC,27.52,86.1,8.0,3.7[ML],"79km ESE of Kathmandu, Nepal"
2015-05-15 21:15:04 UTC,31.7,66.91,37.0,4.0[ML],"382km SW of Kabul , Afghanistan"
2015-05-16 00:46:10 UTC,27.96,84.77,10.0,3.7[ML],"60km WNW of Kathmandu, Nepal"
2015-05-16 03:39:29 UTC,27.5,85.72,10.0,4.6[ML],"45km ESE of Kathmandu, Nepal"
2015-05-16 08:36:15 UTC,31.7,69.11,10.0,4.4[ML],"317km S of Kabul , Afghanistan"
2015-05-16 11:34:11 UTC,27.42,86.6,10.0,5.7[ML] 5.7[Mb],"130km ESE of Kathmandu, Nepal"
2015-05-16 16:23:45 UTC,27.3,86.11,10.0,3.9[ML],"90km ESE of Kathmandu, Nepal"
2015-05-16 20:02:55 UTC,28.4,84.89,10.0,3.1[ML],"87km NNW of Kathmandu, Nepal"
2015-05-16 23:15:27 UTC,27.53,86.1,10.0,4.3[ML],"79km ESE of Kathmandu, Nepal"
2015-05-17 05:45:40 UTC,27.27,85.79,10.0,4.2[ML],"67km SE of Kathmandu, Nepal"
2015-05-17 09:10:07 UTC,30.27,69.44,10.0,4.5[ML],"451km NW of Bikaner, Rajasthan, India"
2015-05-17 11:17:02 UTC,24.68,62.18,10.0,5.1[Mb],"404km ENE of Muscat, Oman"
2015-05-17 14:55:04 UTC,27.41,86.14,10.0,3.9[ML],"87km ESE of Kathmandu, Nepal"
2015-05-17 19:59:59 UTC,29.32,69.4,10.0,4.0[ML],"408km WNW of Bikaner, Rajasthan, India"
2015-05-18 12:16:19 UTC,28.41,85.33,10.0,3.6[ML],"77km N of Kathmandu, Nepal"
2015-05-18 12:18:42 UTC,36.53,71.7,150.0,4.1[ML],"120km ESE of Fayzabad, Afghanistan"
2015-05-18 12:42:12 UTC,28.4,84.81,10.0,3.7[ML],"91km NW of Kathmandu, Nepal"
2015-05-18 13:05:33 UTC,8.37,93.15,10.0,3.8[ML],"172km NNW of Campbell Bay, Andaman and Nicobar island, India"
2015-05-18 16:46:34 UTC,34.38,73.58,10.0,4.0[ML],"82km WNW of Gulmarg, Jammu and Kashmir, India"
2015-05-18 22:49:51 UTC,27.56,85.93,10.0,4.2[ML],"62km ESE of Kathmandu, Nepal"
2015-05-19 10:59:32 UTC,27.86,85.99,10.0,4.1[ML],"67km ENE of Kathmandu, Nepal"
2015-05-20 03:31:40 UTC,38.9,70.14,10.0,5.2[ML] 5.6[Mb],"123km ENE of Dushanbe, Tajikistan"
2015-05-20 08:54:29 UTC,36.24,71.38,100.0,4.0[ML],"120km SE of Fayzabad, Afghanistan"
2015-05-20 09:02:39 UTC,27.51,85.17,10.0,4.1[ML],"26km SSW of Kathmandu, Nepal"
2015-05-20 13:19:21 UTC,30.1,67.4,10.0,3.9[ML],"523km SSW of Kabul , Afghanistan"
2015-05-21 02:42:04 UTC,3.92,96.27,33.0,4.8[Mb],"431km SE of Campbell Bay, Andaman and Nicobar island, India"
2015-05-21 08:26:45 UTC,27.83,86.26,10.0,3.0[MC] 3.8[ML],"92km E of Kathmandu, Nepal"
2015-05-21 09:11:58 UTC,27.79,85.31,10.0,3.3[ML],"8km N of Kathmandu, Nepal"
2015-05-21 12:43:35 UTC,22.91,96.7,10.0,3.4[ML],"135km NE of Burma, Myanmar"
2015-05-22 01:55:06 UTC,36.33,70.14,200.0,4.5[ML],"93km SSW of Fayzabad, Afghanistan"
2015-05-22 10:59:36 UTC,28.13,85.11,10.0,4.3[ML] 4.0[Mb],"50km NNW of Kathmandu, Nepal"
2015-05-22 11:45:50 UTC,27.66,86.19,10.0,4.1[ML],"85km E of Kathmandu, Nepal"
2015-05-22 13:04:07 UTC,27.8,85.87,10.0,4.0[ML],"54km E of Kathmandu, Nepal"
2015-05-22 19:07:43 UTC,29.78,81.68,10.0,3.9[ML],"143km E of Pithoragarh, Uttarakhand, India"
2015-05-22 20:11:36 UTC,24.69,93.29,16.0,3.8[ML],"47km W of Bishnupur, Manipur, India"
2015-05-22 20:52:39 UTC,24.82,93.21,22.0,2.9[ML],"59km WNW of Bishnupur, Manipur, India"
2015-05-23 11:53:57 UTC,30.42,79.23,6.0,3.4[ML],"34km WSW of Joshimath, Uttarakhand , India"
2015-05-24 01:12:11 UTC,26.37,93.47,39.0,3.3[ML],"57km NNW of Dimapur, Nagaland, India"
2015-05-24 17:30:39 UTC,28.24,86.43,10.0,3.6[ML],"123km ENE of Kathmandu, Nepal"
2015-05-24 21:38:42 UTC,27.88,84.62,10.0,4.1[ML],"71km WNW of Kathmandu, Nepal"
2015-05-25 05:15:44 UTC,28.24,86.31,16.0,3.7[ML],"113km ENE of Kathmandu, Nepal"
2015-05-25 10:46:00 UTC,28.44,87.34,10.0,4.2[ML],"147km NW of Yuksom, Sikkim, India"
2015-05-25 15:59:07 UTC,22.27,93.88,33.0,3.5[ML],"143km SSE of Champhai, Mizoram, India"
2015-05-26 14:15:33 UTC,27.73,85.44,10.0,3.6[ML],"11km E of Kathmandu, Nepal"
2015-05-26 17:07:15 UTC,27.95,85.11,10.0,4.4[ML],"33km NW of Kathmandu, Nepal"
2015-05-26 17:24:13 UTC,24.37,94.3,65.0,4.4[Mb],"54km ESE of Moirang, Manipur, India"
2015-05-26 18:54:27 UTC,24.46,93.73,6.0,2.8[ML],"6km SW of Moirang, Manipur, India"
2015-05-27 06:18:37 UTC,27.57,86.12,10.0,4.0[ML],"80km E of Kathmandu, Nepal"
2015-05-27 07:30:45 UTC,27.82,85.46,10.0,4.2[ML],"17km NE of Kathmandu, Nepal"
2015-05-27 16:09:26 UTC,27.78,93.97,10.0,2.9[ML],"74km WSW of Basar, Arunachal Pradesh, India"
2015-05-27 16:45:01 UTC,27.92,85.3,10.0,3.9[ML],"22km N of Kathmandu, Nepal"
2015-05-28 01:29:03 UTC,37.35,72.2,150.0,4.1[ML],"148km ENE of Fayzabad, Afghanistan"
2015-05-28 11:46:28 UTC,28.17,93.39,10.0,4.1[ML],"122km N of Itanagar, Arunachal Pradesh, India"
2015-05-28 12:11:37 UTC,28.83,77.29,36.0,2.8[ML],"25km NNE of New Delhi, India"
2015-05-28 15:19:21 UTC,25.76,90.99,15.0,3.6[ML],"83km ENE of Tura, Meghalaya, India"
2015-05-28 23:35:56 UTC,27.1,84.89,10.0,3.3[ML],"80km SSW of Kathmandu, Nepal"
2015-05-29 03:57:53 UTC,26.16,90.3,18.0,4.0[ML],"72km N of Tura, Meghalaya, India"
2015-05-29 06:45:34 UTC,27.76,84.72,10.0,4.0[ML],"59km W of Kathmandu, Nepal"
2015-05-29 10:00:01 UTC,27.76,84.74,10.0,4.6[Mb],"57km W of Kathmandu, Nepal"
2015-05-29 13:11:20 UTC,29.45,85.59,10.0,3.3[ML],"194km N of Kathmandu, Nepal"
2015-05-30 00:04:46 UTC,34.87,91.13,10.0,4.0[MS],"813km N of Tawang, Arunachal Pradesh, India"
2015-05-30 16:28:21 UTC,27.69,84.1,10.0,4.0[ML],"120km W of Kathmandu, Nepal"
2015-05-30 16:44:12 UTC,36.72,70.65,182.0,4.5[MC] 4.7[Mb],"43km SSE of Fayzabad, Afghanistan"
2015-05-30 20:36:15 UTC,38.33,72.69,90.0,5.5[ML] 5.4[Mb],"232km NE of Fayzabad, Afghanistan"
2015-06-01 07:12:04 UTC,26.54,96.18,114.0,4.0[ML],"141km SSW of Changlang, Arunachal Pradesh, India"
2015-06-01 14:07:58 UTC,5.47,95.65,100.0,4.8[Mb],"257km SE of Campbell Bay, Andaman and Nicobar island, India"
2015-06-01 14:41:01 UTC,36.39,70.1,80.0,5.0[Mb],"88km SSW of Fayzabad, Afghanistan"
2015-06-01 23:30:29 UTC,37.83,72.88,126.0,5.3[ML] 5.0[Mb],"221km ENE of Fayzabad, Afghanistan"
2015-06-02 06:34:14 UTC,28.65,77.79,17.0,3.6[ML],"41km ENE of Noida, Uttar Pradesh, India"
2015-06-02 17:58:59 UTC,37.98,73.67,38.0,3.7[ML],"292km ENE of Fayzabad, Afghanistan"
2015-06-02 20:33:08 UTC,29.1,81.83,10.0,4.3[ML],"165km ESE of Pithoragarh, Uttarakhand, India"
2015-06-02 22:09:10 UTC,25.77,89.92,10.0,3.6[ML],"40km NW of Tura, Meghalaya, India"
2015-06-03 07:52:37 UTC,27.66,85.74,10.0,2.7[MC] 3.8[ML],"41km E of Kathmandu, Nepal"
2015-06-03 11:28:25 UTC,30.44,79.25,5.0,4.3[ML],"32km WSW of Joshimath, Uttarakhand , India"
2015-06-04 06:52:54 UTC,36.86,70.1,260.0,4.7[ML],"48km SW of Fayzabad, Afghanistan"
2015-06-04 13:43:31 UTC,27.53,92.92,10.0,3.1[ML],"83km NW of Itanagar, Arunachal Pradesh, India"
2015-06-07 05:17:46 UTC,27.69,85.54,10.0,4.2[ML],"21km E of Kathmandu, Nepal"
2015-06-07 19:47:27 UTC,18.99,94.61,50.0,4.0[ML],"289km NW of Rangoon, Myanmar"
2015-06-08 03:28:08 UTC,36.64,70.88,220.0,4.8[ML],"59km SSE of Fayzabad, Afghanistan"
2015-06-08 15:21:18 UTC,6.94,92.37,30.0,3.9[ML],"169km W of Campbell Bay, Andaman and Nicobar island, India"
2015-06-09 14:46:29 UTC,33.57,98.33,15.0,3.8[ML],"667km NNE of Changlang, Arunachal Pradesh, India"
2015-06-10 12:23:35 UTC,26.53,92.75,33.0,2.8[ML],"14km SSW of Tezpur, Assam, India"
2015-06-11 04:17:46 UTC,27.68,85.73,10.0,4.0[ML],"40km E of Kathmandu, Nepal"
2015-06-11 12:56:41 UTC,38.29,69.37,10.0,4.3[ML],"59km ESE of Dushanbe, Tajikistan"
2015-06-11 16:12:19 UTC,27.79,85.65,10.0,4.4[ML],"33km ENE of Kathmandu, Nepal"
2015-06-11 19:37:08 UTC,28.28,84.82,10.0,3.7[ML],"79km NW of Kathmandu, Nepal"
2015-06-12 00:24:23 UTC,22.98,94.29,90.0,4.0[ML],"111km ESE of Champhai, Mizoram, India"
2015-06-12 04:34:08 UTC,27.62,86.4,10.0,4.1[ML],"106km E of Kathmandu, Nepal"
2015-06-12 08:51:57 UTC,35.91,69.92,90.0,4.0[ML],"143km SSW of Fayzabad, Afghanistan"
2015-06-12 18:29:28 UTC,14.3,93.67,35.0,4.7[ML] 5.3[Mb],"136km NNE of Diglipur, Andaman and Nicobar island, India"
2015-06-13 01:18:30 UTC,27.55,86.4,10.0,4.5[ML],"107km E of Kathmandu, Nepal"
2015-06-14 06:09:57 UTC,36.4,71.28,150.0,4.3[ML],"101km SE of Fayzabad, Afghanistan"
2015-06-14 07:47:46 UTC,28.6,85.8,10.0,4.1[ML],"108km NNE of Kathmandu, Nepal"
2015-06-14 07:47:48 UTC,27.1,85.74,10.0,4.0[ML],"79km SSE of Kathmandu, Nepal"
2015-06-14 13:12:17 UTC,36.53,70.1,200.0,4.0[ML],"75km SSW of Fayzabad, Afghanistan"
2015-06-15 14:21:14 UTC,37.21,71.72,33.0,4.0[ML],"104km E of Fayzabad, Afghanistan"
2015-06-15 21:39:19 UTC,22.26,94.12,60.0,3.8[ML] 4.3[Mb],"155km SSE of Champhai, Mizoram, India"
2015-06-17 00:13:21 UTC,27.5,85.3,10.0,3.8[ML],"23km S of Kathmandu, Nepal"
2015-06-17 00:30:00 UTC,27.51,85.46,10.0,4.1[ML],"26km SSE of Kathmandu, Nepal"
2015-06-17 02:15:15 UTC,28.24,85.93,10.0,4.3[ML],"83km NE of Kathmandu, Nepal"
2015-06-17 11:56:40 UTC,38.36,74.37,150.0,4.3[ML],"364km ENE of Fayzabad, Afghanistan"
2015-06-18 01:31:56 UTC,36.33,70.66,100.0,4.3[ML],"86km S of Fayzabad, Afghanistan"
2015-06-18 11:28:20 UTC,28.37,70.5,10.0,4.0[ML],"278km W of Bikaner, Rajasthan, India"
2015-06-18 14:36:03 UTC,22.8,92.17,10.0,3.6[ML],"81km SW of Thenzawl, Mizoram, India"
2015-06-19 07:12:45 UTC,36.55,70.32,150.0,4.3[ML],"64km SSW of Fayzabad, Afghanistan"
2015-06-20 12:23:07 UTC,28.48,82.73,10.0,4.5[ML],"194km NNE of Ayodhya, Uttar Pradesh, India"
2015-06-20 18:46:50 UTC,37.83,72.3,200.0,4.3[ML],"174km ENE of Fayzabad, Afghanistan"
2015-06-21 13:41:48 UTC,27.67,85.98,11.0,3.9[ML],"64km E of Kathmandu, Nepal"
2015-06-22 05:16:21 UTC,38.25,74.62,200.0,4.1[ML],"380km ENE of Fayzabad, Afghanistan"
2015-06-22 07:34:34 UTC,27.65,86.17,10.0,3.7[ML],"83km E of Kathmandu, Nepal"
2015-06-22 21:40:52 UTC,38.16,68.92,10.0,4.0[ML],"45km SSE of Dushanbe, Tajikistan"
2015-06-23 13:48:23 UTC,27.32,66.14,10.0,4.6[ML],"632km NNW of Dwarka, Gujarat, India"
2015-06-23 17:38:37 UTC,37.7,72.26,100.0,4.5[ML],"165km ENE of Fayzabad, Afghanistan"
2015-06-23 20:33:26 UTC,30.45,77.92,10.0,4.0[ML],"18km NW of Dehradun, Uttarakhand, India"
2015-06-24 17:10:02 UTC,38.2,73.42,147.0,5.0[ML] 4.8[Mb],"280km ENE of Fayzabad, Afghanistan"
2015-06-24 22:29:13 UTC,24.74,94.94,106.0,3.7[ML],"51km ESE of Ukhrul, Manipur, India"
2015-06-25 15:22:21 UTC,28.47,85.35,10.0,3.3[ML],"83km N of Kathmandu, Nepal"
2015-06-26 17:41:50 UTC,36.68,68.41,28.0,4.5[ML],"196km WSW of Fayzabad, Afghanistan"
2015-06-27 06:04:29 UTC,29.84,80.21,10.0,3.5[ML],"28km N of Pithoragarh, Uttarakhand, India"
2015-06-27 18:37:15 UTC,35.4,70.1,33.0,4.3[ML],"124km NE of Kabul , Afghanistan"
2015-06-27 18:44:30 UTC,34.8,69.39,175.0,4.2[ML],"31km NNE of Kabul , Afghanistan"
2015-06-28 01:05:25 UTC,26.4,90.25,5.0,5.6[ML] 5.6[Mb],"98km N of Tura, Meghalaya, India"
2015-06-28 12:53:14 UTC,32.2,69.35,10.0,4.4[ML],"262km S of Kabul , Afghanistan"
2015-06-28 23:57:13 UTC,27.5,86.21,10.0,4.4[ML],"90km ESE of Kathmandu, Nepal"
2015-06-29 17:27:05 UTC,26.54,94.98,10.0,3.7[ML],"52km ENE of Mokokchung, Nagaland, India"
2015-06-29 17:42:44 UTC,27.71,85.61,10.0,3.7[ML],"28km E of Kathmandu, Nepal"
2015-06-29 21:46:25 UTC,27.4,85.72,10.0,4.5[ML],"52km SE of Kathmandu, Nepal"
2015-06-29 22:07:46 UTC,36.47,71.14,166.0,4.9[MC] 5.9[ML],"87km SE of Fayzabad, Afghanistan"
2015-06-30 13:15:54 UTC,26.6,90.78,15.0,3.8[ML],"107km WNW of Guwahati, Assam, India"
2015-06-30 19:44:55 UTC,38.84,72.25,91.0,4.1[ML],"244km NE of Fayzabad, Afghanistan"
2015-07-01 02:42:36 UTC,27.47,91.26,6.0,4.0[ML],"61km WSW of Tawang, Arunachal Pradesh, India"
2015-07-02 00:54:35 UTC,17.22,73.76,9.0,1.1[MC],"77km NW of Kolhapur, Maharashtra, India"
2015-07-02 01:56:12 UTC,27.85,85.63,10.0,4.2[ML],"33km ENE of Kathmandu, Nepal"
2015-07-02 07:18:19 UTC,34.77,73.34,10.0,4.9[ML] 5.4[Mb],"123km NNE of Islamabad, Pakistan"
2015-07-02 15:09:05 UTC,25.84,89.86,15.0,3.0[ML],"50km NW of Tura, Meghalaya, India"
2015-07-02 18:48:28 UTC,17.3,73.75,15.0,1.8[MC],"84km NW of Kolhapur, Maharashtra, India"
2015-07-03 00:37:45 UTC,13.2,93.24,46.0,4.3[Mb],"28km ESE of Diglipur, Andaman and Nicobar island, India"
2015-07-03 01:07:47 UTC,37.5,78.7,33.0,5.9[Mb],"385km NNE of Leh, Laddakh, India"
2015-07-03 01:31:36 UTC,36.99,78.16,38.0,4.4[Mb],"319km N of Leh, Laddakh, India"
2015-07-03 01:44:46 UTC,37.31,78.33,10.0,4.9[Mb],"357km N of Leh, Laddakh, India"
2015-07-03 02:20:38 UTC,12.6,94.67,10.0,4.2[ML] 4.6[Mb],"197km ESE of Diglipur, Andaman and Nicobar island, India"
2015-07-03 02:37:27 UTC,37.62,78.1,10.0,3.9[ML],"383km NNE of Kargil, Laddakh, India"
2015-07-03 03:11:15 UTC,37.37,78.79,10.0,4.3[ML],"374km NNE of Leh, Laddakh, India"
2015-07-03 03:16:39 UTC,11.95,94.89,10.0,5.6[Mb] 4.8[MS],"238km E of Portblair, Andaman and Nicobar island, India"
2015-07-03 15:18:02 UTC,36.57,70.93,120.0,4.1[ML],"67km SSE of Fayzabad, Afghanistan"
2015-07-03 17:01:28 UTC,23.78,94.1,39.0,3.3[ML],"86km SSE of Moirang, Manipur, India"
2015-07-03 20:04:10 UTC,27.67,84.99,18.0,4.3[ML],"32km W of Kathmandu, Nepal"
2015-07-04 18:41:33 UTC,13.25,93.17,33.0,3.6[ML],"20km E of Diglipur, Andaman and Nicobar island, India"
2015-07-04 22:31:38 UTC,17.13,73.76,5.0,1.6[MC],"69km NW of Kolhapur, Maharashtra, India"
2015-07-04 23:08:22 UTC,24.7,95.24,90.0,4.2[ML],"80km ESE of Ukhrul, Manipur, India"
2015-07-05 15:12:12 UTC,37.43,78.37,10.0,3.7[ML],"371km N of Leh, Laddakh, India"
2015-07-06 01:31:30 UTC,38.33,74.11,150.0,4.3[ML],"341km ENE of Fayzabad, Afghanistan"
2015-07-06 10:39:38 UTC,17.26,73.75,9.0,1.8[MC],"81km NW of Kolhapur, Maharashtra, India"
2015-07-06 15:29:10 UTC,28.49,85.87,10.0,3.4[ML],"101km NNE of Kathmandu, Nepal"
2015-07-06 19:22:35 UTC,38.12,77.53,38.0,3.9[ML],"415km NNE of Kargil, Laddakh, India"
2015-07-07 03:40:58 UTC,17.16,73.8,5.0,2.2[ML],"69km NW of Kolhapur, Maharashtra, India"
2015-07-07 07:37:57 UTC,17.15,73.77,7.0,2.1[MC],"70km NW of Kolhapur, Maharashtra, India"
2015-07-07 09:31:43 UTC,29.47,81.63,7.0,3.8[ML],"137km E of Pithoragarh, Uttarakhand, India"
2015-07-08 00:38:47 UTC,4.64,95.63,33.0,5.2[Mb],"325km SE of Campbell Bay, Andaman and Nicobar island, India"
2015-07-08 18:42:28 UTC,27.47,64.87,33.0,4.6[ML],"713km NW of Dwarka, Gujarat, India"
2015-07-08 21:52:58 UTC,17.14,73.69,5.0,1.3[MC],"76km NW of Kolhapur, Maharashtra, India"
2015-07-09 03:29:58 UTC,34.87,73.99,15.0,4.1[ML],"98km NNW of Gulmarg, Jammu and Kashmir, India"
2015-07-10 01:53:14 UTC,27.41,94.6,10.0,4.0[ML],"31km WSW of Dibrugarh, Assam, India"
2015-07-10 12:53:21 UTC,26.75,90.5,10.0,4.4[ML],"117km SE of Thimphu, Bhutan"
2015-07-10 21:13:03 UTC,27.61,86.14,10.0,4.0[ML],"81km E of Kathmandu, Nepal"
2015-07-10 22:27:37 UTC,25.18,90.77,15.0,4.1[ML],"68km ESE of Tura, Meghalaya, India"
2015-07-11 05:19:34 UTC,36.76,70.54,150.0,4.0[ML],"37km S of Fayzabad, Afghanistan"
2015-07-12 08:58:56 UTC,17.21,73.75,6.0,5.1[MC],"76km NW of Kolhapur, Maharashtra, India"
2015-07-12 13:44:40 UTC,28.68,76.67,6.0,2.7[ML],"8km N of Jhajjar, Haryana"
2015-07-12 16:45:49 UTC,37.28,71.51,150.0,4.3[ML],"87km ENE of Fayzabad, Afghanistan"
2015-07-12 21:36:45 UTC,36.97,70.85,156.0,4.3[ML],"30km ESE of Fayzabad, Afghanistan"
2015-07-13 11:03:02 UTC,26.63,96.58,139.0,4.3[ML],"123km S of Changlang, Arunachal Pradesh, India"
2015-07-13 18:25:10 UTC,38.83,73.18,10.0,4.5[ML] 4.9[Mb],"300km NE of Fayzabad, Afghanistan"
2015-07-14 12:29:22 UTC,37.29,77.24,33.0,4.0[ML],"320km NNE of Kargil, Laddakh, India"
2015-07-14 14:35:47 UTC,35.82,70.66,77.0,4.5[ML] 5.2[Mb],"142km S of Fayzabad, Afghanistan"
2015-07-14 22:12:01 UTC,36.66,70.55,200.0,4.0[ML],"48km S of Fayzabad, Afghanistan"
2015-07-15 11:25:51 UTC,27.47,65.18,10.0,5.5[ML] 5.6[Mb],"695km NNW of Dwarka, Gujarat, India"
2015-07-15 18:41:28 UTC,17.18,73.83,7.0,1.1[MC],"68km NW of Kolhapur, Maharashtra, India"
2015-07-15 21:35:48 UTC,36.74,70.6,200.0,4.3[ML],"40km S of Fayzabad, Afghanistan"
2015-07-17 19:36:48 UTC,37.12,68.53,33.0,4.1[ML],"161km S of Dushanbe, Tajikistan"
2015-07-17 19:51:06 UTC,37.86,68.49,15.0,3.9[ML],"82km SSW of Dushanbe, Tajikistan"
2015-07-18 05:41:17 UTC,31.15,95.42,10.0,4.8[Mb],"334km N of Pangin, Arunachal Pradesh, India"
2015-07-18 23:48:09 UTC,30.45,79.17,6.0,4.2[ML],"39km WSW of Joshimath, Uttarakhand , India"
2015-07-19 01:26:16 UTC,36.66,71.48,229.0,4.6[ML],"96km ESE of Fayzabad, Afghanistan"
2015-07-19 05:33:08 UTC,17.25,73.75,5.0,1.7[MC],"80km NW of Kolhapur, Maharashtra, India"
2015-07-20 15:28:48 UTC,30.47,94.4,52.0,4.7[Mb],"272km NNW of Pangin, Arunachal Pradesh, India"
2015-07-21 01:26:59 UTC,18.96,97.21,10.0,5.2[Mb],"222km SSW of Namsang, Myanmar"
2015-07-21 08:21:41 UTC,24.4,93.69,53.0,3.7[ML],"14km SW of Moirang, Manipur, India"
2015-07-21 15:10:22 UTC,30.5,94.32,33.0,4.4[Mb],"278km NNW of Pangin, Arunachal Pradesh, India"
2015-07-21 19:21:28 UTC,38.89,69.75,10.0,4.5[ML],"91km ENE of Dushanbe, Tajikistan"
2015-07-22 00:12:11 UTC,2.92,96.5,33.0,4.9[Mb],"537km SSE of Campbell Bay, Andaman and Nicobar island, India"
2015-07-22 05:35:40 UTC,5.35,95.21,33.0,5.5[Mb],"234km SE of Campbell Bay, Andaman and Nicobar island, India"
2015-07-22 11:41:02 UTC,17.19,73.78,5.0,1.6[MC],"73km NW of Kolhapur, Maharashtra, India"
2015-07-22 16:29:55 UTC,27.64,85.8,21.0,3.3[ML],"47km E of Kathmandu, Nepal"
2015-07-22 22:00:43 UTC,30.34,94.1,38.0,3.6[ML] 4.4[Mb],"268km NNW of Basar, Arunachal Pradesh, India"
2015-07-23 06:04:13 UTC,15.81,73.9,10.0,2.9[MC] 3.1[ML],"32km NNE of Baga, Goa, India"
2015-07-23 14:36:06 UTC,21.35,80.11,10.0,4.0[MC] 4.0[ML],"108km ENE of Nagpur, Maharashtra, India"
2015-07-24 20:59:49 UTC,33.96,72.25,58.0,5.5[ML] 4.8[Mb],"79km WNW of Islamabad, Pakistan"
2015-07-24 21:30:10 UTC,33.7,72.64,33.0,3.7[ML],"37km W of Islamabad, Pakistan"
2015-07-25 13:25:35 UTC,17.5,73.69,5.0,1.3[MC],"106km NW of Kolhapur, Maharashtra, India"
2015-07-25 16:38:43 UTC,35.57,69.34,77.0,4.4[ML],"113km N of Kabul , Afghanistan"
2015-07-25 17:09:36 UTC,17.11,73.78,5.0,1.3[MC],"66km NW of Kolhapur, Maharashtra, India"
2015-07-25 19:24:08 UTC,36.1,70.55,100.0,3.8[ML],"111km S of Fayzabad, Afghanistan"
2015-07-26 10:04:08 UTC,36.8,71.34,100.0,4.8[ML],"77km ESE of Fayzabad, Afghanistan"
2015-07-26 13:25:35 UTC,17.1,73.73,5.0,1.3[MC],"70km NW of Kolhapur, Maharashtra, India"
2015-07-26 15:59:57 UTC,17.7,73.58,5.0,1.1[MC],"95km SSW of Pune, Maharashtra, India"
2015-07-26 16:59:08 UTC,30.4,80.7,10.0,3.6[ML],"102km NNE of Pithoragarh, Uttarakhand, India"
2015-07-26 17:09:36 UTC,17.11,73.78,8.0,1.3[MC],"66km NW of Kolhapur, Maharashtra, India"
2015-07-26 18:09:13 UTC,36.41,70.88,100.0,3.9[ML],"82km SSE of Fayzabad, Afghanistan"
2015-07-27 07:33:41 UTC,27.47,91.8,16.0,4.0[ML],"14km SSW of Tawang, Arunachal Pradesh, India"
2015-07-28 04:04:32 UTC,17.26,73.73,5.0,1.5[MC],"82km NW of Kolhapur, Maharashtra, India"
